task,correct_response,difficulty_level,fam_loop.thisRepN,fam_loop.thisTrialN,fam_loop.thisN,fam_loop.thisIndex,pa_loop.thisRepN,pa_loop.thisTrialN,pa_loop.thisN,pa_loop.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,Reference_time,block1,block2,welcome_scr,key_interrupt_welcome.started,key_interrupt_welcome.keys,key_interrupt_welcome.rt,instruction_text.started,key_resp_instruction.started,key_resp_instruction.keys,key_resp_instruction.rt,trigger_time_fam_onset,fam_duration,key_resp_fam.started,key_resp_fam.keys,key_resp_fam.corr,key_resp_fam.rt,fam_fix,trigger_time_fam_recovery,recovery_fam.started,trigger_time_fam_vas_val,VAS_Valence_fam_.started,VAS_Valence_Slider_fam.response,trigger_time_fam_vas_arousal,VAS_Arousal_fam_.started,VAS_Arousal_Slider_fam.response,trigger_time_fam_vas_emoState,VAS_emoState_fam_.started,VAS_emoState_image_fam.started,VAS_emoState_Slider_fam.response,key_resp_FamEnd.started,key_resp_FamEnd.keys,key_resp_FamEnd.rt,trigger_time_pa_baseline,baseline_pa.started,trigger_time_pa_onset,pa_duration,key_resp_pa.started,key_resp_pa.keys,key_resp_pa.corr,key_resp_pa.rt,trigger_time_pa_recovery,recovery_pa.started,trigger_time_pa_VAS_val_b,VAS_Valence_b_pa.started,VAS_Valence_Slider_b_pa.response,trigger_time_pa_VAS_arousal_b,VAS_Arousal_b_pa.started,VAS_Arousal_Slider_b_pa.response,trigger_time_pa_VAS_emoState_b,VAS_emoState_b_pa.started,VAS_emoState_image_b_pa.started,VAS_emoState_Slider_b_pa.response,trigger_time_pa_VAS_val_a,VAS_Valence_a_pa.started,VAS_Valence_Slider_a_pa.response,trigger_time_pa_VAS_arousal_a,VAS_Arousal_a_pa.started,VAS_Arousal_Slider_a_pa.response,trigger_time_pa_VAS_emoState_a,VAS_emoState_a_pa.started,VAS_emoState_image_a_pa.started,VAS_emoState_Slider_a_pa.response,trigger_time_pa_VAS_val_r,VAS_Valence_r_pa.started,VAS_Valence_Slider_r_pa.response,trigger_time_pa_VAS_arousal_r,VAS_Arousal_r_pa.started,VAS_Arousal_Slider_r_pa.response,trigger_time_pa_VAS_emoState_r,VAS_emoState_r_pa.started,VAS_emoState_image_r_pa.started,VAS_emoState_Slider_r_pa.response,trigger_time_b1_baseline,baseline_b1.started,trigger_time_b1_task_onset,b1_duration,key_resp_b1.started,key_resp_b1.keys,key_resp_b1.corr,key_resp_b1.rt,soundFeed.started,trigger_time_b1_recovery,recovery_b1.started,recovery_b1.stopped,trigger_time_b1_VAS_val_b,VAS_Valence_b_b1.started,VAS_Valence_Slider_b_b1.response,trigger_time_b1_VAS_arousal_b,VAS_Arousal_b_b1.started,VAS_Arousal_Slider_b_b1.response,trigger_time_b1_VAS_emoState_b,VAS_emoState_b_b1.started,VAS_emoState_image_b_b1.started,VAS_emoState_Slider_b_b1.response,trigger_time_b1_VAS_val_a,VAS_Valence_a_b1.started,VAS_Valence_Slider_a_b1.response,trigger_time_b1_VAS_arousal_a,VAS_Arousal_a_b1.started,VAS_Arousal_Slider_a_b1.response,trigger_time_b1_VAS_emoState_a,VAS_emoState_a_b1.started,VAS_emoState_image_a_b1.started,VAS_emoState_Slider_a_b1.response,trigger_time_b1_VAS_val_r,VAS_Valence_r_b1.started,VAS_Valence_Slider_r_b1.response,trigger_time_b1_VAS_arousal_r,VAS_Arousal_r_b1.started,VAS_Arousal_Slider_r_b1.response,trigger_time_b1_VAS_emoState_r,VAS_emoState_r_b1.started,VAS_emoState_image_r_b1.started,VAS_emoState_Slider_r_b1.response,key_resp_RelaXinstruction.started,key_resp_RelaXinstruction.keys,key_resp_RelaXinstruction.rt,trigger_time_relaxation_onset,Relaxation_End,trigger_time_b2_baseline,baseline_b2.started,trigger_time_b2_task_onset,b2_duration,key_resp_b2.started,key_resp_b2.keys,key_resp_b2.corr,key_resp_b2.rt,trigger_time_b2_recovery,recovery_b2.started,trigger_time_b2_VAS_val_b,VAS_Valence_b_b2.started,VAS_Valence_Slider_b_b2.response,trigger_time_b2_VAS_arousal_b,VAS_Arousal_b_b2.started,VAS_Arousal_Slider_b_b2.response,trigger_time_b2_VAS_emoState_b,VAS_emoState_b_b2.started,VAS_emoState_image_b_b2.started,VAS_emoState_Slider_b_b2.response,trigger_time_b2_VAS_val_a,VAS_Valence_a_b2.started,VAS_Valence_Slider_a_b2.response,trigger_time_b2_VAS_arousal_a,VAS_Arousal_a_b2.started,VAS_Arousal_Slider_a_b2.response,trigger_time_b2_VAS_emoState_a,VAS_emoState_a_b2.started,VAS_emoState_image_a_b2.started,VAS_emoState_Slider_a_b2.response,trigger_time_b2_VAS_val_r,VAS_Valence_r_b2.started,VAS_Valence_Slider_r_b2.response,trigger_time_b2_VAS_arousal_r,VAS_Arousal_r_b2.started,VAS_Arousal_Slider_r_b2.response,trigger_time_b2_VAS_emoState_r,VAS_emoState_r_b2.started,VAS_emoState_image_r_b2.started,VAS_emoState_Slider_r_b2.response,trigger_time_end,last_message.started,key_resp_goodbye.started,key_resp_goodbye.keys,key_resp_goodbye.rt,timestamp,TotalReward,EndofExp,participant,session,date,expName,psychopyVersion,frameRate,
93 : 3 = 31,m,1,,,,,0,52,52,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.5199624999996,m,1,2.387600900000507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
25 : 5 = 5,m,1,,,,,0,53,53,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.9328472999996,m,1,1.0844381999995676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
3 x 55 = 165,m,1,,,,,0,54,54,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0525990999995,m,1,3.0988655000001017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
64 x 3 = 193,z,1,,,,,0,55,55,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.1795725000002,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
16 x 2 = 28,z,1,,,,,0,56,56,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.1881729999996,z,1,1.4445788000002722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
41 + 38 = 79,m,0,,,,,0,57,57,3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.6613662999998,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
6 x 85 = 510,m,1,,,,,0,58,58,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.6729359000001,z,0,1.0210630999999921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
50 + 80 = 133,z,0,,,,,0,59,59,3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.7300980999999,z,1,1.8526096000005055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
70 - 85 = -19,z,0,,,,,0,60,60,3219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.6010764000002,z,1,1.3801449000002322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
52 : 2 = 22,z,1,,,,,0,61,61,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.0087335999997,z,1,2.6516226999992796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
85 : 5 = 17,m,1,,,,,0,62,62,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.6778312999995,m,1,2.58894969999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
75 + 44 = 119,m,0,,,,,0,63,63,3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.2903083000001,m,1,2.021827300000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
92 x 2 = 185,z,1,,,,,0,64,64,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.3323355000002,z,1,3.4104370000004565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
93 : 3 = 30,z,1,,,,,0,65,65,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.7720791000002,z,1,1.6847844000003533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
80 x 7 = 560,m,1,,,,,0,66,66,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.4760036999996,m,1,3.557139200000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
7 x 81 = 569,z,1,,,,,0,67,67,2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.0703526999996,m,0,3.409664800000428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
27 - 54 = -27,m,0,,,,,0,68,68,3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.5143726999995,z,0,3.389859900000374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
3 x 10 = 30,m,1,,,,,0,69,69,2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.9250708,m,1,0.9884999000005337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
5 x 36 = 178,z,1,,,,,0,70,70,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.9426108999996,z,1,1.334305499999573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
61 x 8 = 490,z,1,,,,,0,71,71,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.3024958999995,m,0,1.718178799999805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
44 - 11 = 37,z,0,,,,,0,72,72,2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0396611999995,z,1,2.05106429999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
85 x 5 = 429,z,1,,,,,0,73,73,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.1149344999994,m,0,1.432967199999439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
32 - 18 = 10,z,0,,,,,0,74,74,3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.5686147999995,z,1,2.5134773999998288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
91 x 5 = 453,z,1,,,,,0,75,75,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.1113069000003,z,1,2.890555399999357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
8 x 27 = 218,z,1,,,,,0,76,76,2662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.0212451999996,z,1,2.4931777000001603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
46 - 41 = 7,z,0,,,,,0,77,77,3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.5472306000001,z,1,1.528393600000527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
5 x 53 = 265,m,1,,,,,0,78,78,2745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.1010040000001,m,1,2.390416500000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
94 x 8 = 751,z,1,,,,,0,79,79,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.5101157999998,z,1,2.914622100000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
82 x 6 = 495,z,1,,,,,0,80,80,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.4535621999994,z,1,3.839231399999335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
4 x 96 = 384,m,1,,,,,0,81,81,1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.3314625000003,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
51 : 3 = 17,m,1,,,,,,,,,0,0,0,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695029320.057839,875.0536437999999,1695029620.0832143,1175.0883395,57.99999999999999,1695029626.5442812,1181.5508470999994,30.291666666666668,1695029633.166674,1188.1769509999995,1188.1769509999995,55.875,1695029639.4426484,1194.4513156000003,25.208333333333332,1695029642.671732,1197.6785019,72.0,1695029645.7839868,1200.7929814,1200.7929814,30.5,1695029648.4023173,1203.4090759,65.75,1695029655.0892563,1210.0961397,58.62499999999999,1695029661.3455954,1216.3535182999995,1216.3535182999995,66.70833333333334,1695029665.8068352,1220.8014119999998,1695029966.1946738,300,1521.188811599999,z,0,2.112121400000433,1523.3587585999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
54 : 9 = 3,z,1,,,,,,,,,0,1,1,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.1078622000005,z,1,2.5632536999992226,1527.7118553000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
16 x 9 = 141,z,1,,,,,,,,,0,2,2,1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.9516289000003,z,1,3.155885200000739,1532.1271489000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
66 + 71 = 137,m,0,,,,,,,,,0,3,3,3969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.3629655999994,m,1,1.7877655999991475,1535.169835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
18 x 5 = 90,m,1,,,,,,,,,0,4,4,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.4068951999998,m,1,3.479266800000005,1539.916270699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
22 : 2 = 10,z,1,,,,,,,,,0,5,5,1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.1539169000007,m,0,2.0584362999989025,1543.2404571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
97 - 79 = 22,z,0,,,,,,,,,0,6,6,3313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.0012251999997,z,1,3.028848699998889,1548.0558359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
7 x 72 = 505,z,1,,,,,,,,,0,7,7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.2923744,z,1,2.8240729999988616,1552.1340665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
7 x 76 = 536,z,1,,,,,,,,,0,8,8,2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553.369671299999,m,0,2.215970700000071,1555.6105266000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
36 : 3 = 13,z,1,,,,,,,,,0,9,9,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.366638899999,m,0,3.134226099999978,1560.525407299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WP2_01_IGFW,001,2023-09-18_11h14.57.361,SAM_Experiment,2022.2.4,60.36795475797145,
